SMILES,CID
Clc1cccc(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cccc5c(NC(=O)C6=Cc7ccccc7C(=N/Nc8cccc(Cl)c8Cl)\C6=O)cccc45)c1Cl,5490429
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)n2,50210
CC\C=C\CC,638066
CC/C=C/CC/C=C/C=C,6437559
CCCCCCCCCC=C,13190
CCCCCCCC/C=C/CCCCCCCC1=NCCN1CCO.CCO[S](=O)(=O)OCC,6437562
CC1CC(=CC(C)C1CO)C,109458
CCC(COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCCCC(C)C,110529
CCCCCCCC(C)C,13379
CCCCCCCCCCC(C)C,15270
CC(C)=CCOC(=O)c1ccccc1O,50216
CCCCCCCCCC(O)=O.CCCCCCCC(O)=O.CC(O)CO,109479
CCCCCCCCCC(O)=O.CCCCCCCC(O)=O.OCCOCCOCCO,110606
CCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O,29249
CCCCCCCCCCCCCCCCCC(O)=O.CC(O)=O.NCCNCCNCCNCCN,172253
C.[Na+].CCCCCCCCCCCCCO[S]([O-])(=O)=O,23668617
[Ti+4].CC[O-].CC(C)[O-].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O,131857588
CCCCC(CC)C(=O)OOC(C)(C)CC,102465
OC(=O)CCCCCCCC/C=C/CCCCCCCO[P](O)(O)=O,6437575
CC(C)(C)CCCCCCCCN=C,22833403
[Na+].CCCCC(CC)CCCCCc1ccc(cc1)[S]([O-])(=O)=O,23687331
[OH-].[Na+].CCCCC(CC)CN.COC(=O)C=C,23673616
CC(C)=C.Cc1ccc(O)cc1.C2C=CC3C4CC(C=C4)C23,162222
[Na+].CCCCCCCC1N(CCO)C=CN1CCC([O-])=O,23668753
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,155166
CC1CC(CCC1N)CC2CCC(N)C(C)C2,91555
[Ca++].CCCCCC[C@@H](O)C\C=C/CCCCCCCC([O-])=O.CCCCCC[C@@H](O)C\C=C/CCCCCCCC([O-])=O,6436347
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n2ccnc2,91699
CCOC(=O)[C@H](C)O,92831
CCOC(=O)N(C)C,12709
CC1CC2C3CCC(O)(C(C)=O)C3(C)CC(O)C2C4(C)C=CC(=O)C=C14,276722
C[C@H]1CCCC[C@@H]1C,252360
[Zn++].CCC(C)O[P]([S-])(=S)OC(C)CC(C)C.CCC(C)O[P]([S-])(=S)OC(C)CC(C)C,22833364
[K+].[K+].CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O)O[C@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)C([O-])=O)C([O-])=O,656852
CCCC[Sn](CCCC)CCCC,3032732
CCCCOB(OCCCC)OCCCC,12712
CCCCC(CC)COC(=O)C(C)=C,12713
CCCCCCCCCN(CCCCCCCCC)CCCCCCCCC,137295
CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCO,6441827
[Na+].[Na+].CCCCCCCCCCCCOCCOCC(CC([O-])=O)[S]([O-])(=O)=O,22833407
Cc1cc(C)c(c(C)c1C)c2c(C)cc(C)c(C)c2C,247563
CCOC1(C)CCC2C(=C)C1CCC2(C)C,111376
CCCCCCC(O)=O.CC(C)(CO)CO,111656
CCC(C)(C)OOC(=O)CC(C)CC(C)(C)C,154396
[Na+].[Na+].Nc1ccc(N=Nc2ccc(cc2)N=Nc3c(N)c4C(=O)C(=N/Nc5ccccc5)/C(=Cc4cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(N)c1,9576564
CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C.NCCO,50258
CCCCCCCC(=O)CC(=O)c1ccccc1,111696
COc1ccc(cc1)C(OC[C@H]2O[C@H](C[C@@H]2O)n3cnc4C(=O)N=C(NC(=O)C(C)C)Nc34)(c5ccccc5)c6ccc(OC)cc6,135445746
COC(=O)CSC#N,12718
C=CCOC(=O)COC1CCCCC1,111727
[Cl-].C[N+]1(CC=CC=C1)Cc2ccccc2,22833367
CCCCC(CCC)CCCCCOCCCN,111421
NCCN.C=CC#N,173142
CO[S]([O-])(=O)=O.CC(=C)C(=O)OCC[N+](C)(C)C,81318
CCC(=O)OC1C=CC2C3CCC(C3)C12,3034895
[Na+].[Na+].O[P]([O-])(=O)O[P](O)([O-])=O,24451
CCOCCCCCCCCCCCCCC\C=C\CC,6437683
CCN(Cc1cccc(c1)[S](O)(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(CC)Cc4cccc(c4)[S]([O-])(=O)=O)c5ccccc5[S](O)(=O)=O,123671
CCCCCCCCCCCCCCCCCCOC(=O)\C=C\C(=O)OCCCCCCCCCCCCCCCCCC,6436351
[Cl-].CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)OCCCCCCCCCCCCCC,111772
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O,861
CC(C)c1ccc(O[P](=O)(Oc2ccc(cc2)C(C)C)Oc3ccc(cc3)C(C)C)cc1,75628
OC(=O)C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/OC(=O)C\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C=C\OC(=O)C\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C=C,6437702
CC(C)(C)CSSCC(C)(C)C,93393
CC(C)(C)CCCCCCCC(O)=O,111847
CC\C=C/C[C@@H]1[C@H](CCC1=O)CC(O)=O,5281166
CCCCCCCCCCCCCCCCCC(O)=O.CC(C)(N)CO,173175
N.C1CO1,160054
[Na+].CCCCCCCCCCCCCCCO[S]([O-])(=O)=O,23700089
[Na+].CCCCCCCCCCCCCCCCCO[S]([O-])(=O)=O,23670849
CCCCCCCCCCCCCCC[N+](C)(C)[O-],9860272
CCCCCCCCCCCCCCCCCCCC\C=C\C\C=C\CCCCCCCCCCCNCCCCCCCCCCCCCCCCCCCC\C=C\C\C=C\CCCCCCCCCCC,6450357
CC\C=C\C,5326161
[Cl-].CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC,62253
CNC(=O)Oc1cc(C)c(C)cc1Cl,522251
N[C@@H](CC(O)=O)C(O)=O,5960
[H+].[H+].[Cl-].[Cl-].CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13,6239
[H+].[Cl-].CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,6240
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O,5604
CC(O)C(O)=O.CC(Cc1ccccc1)NCCC(c2ccccc2)c3ccccc3,65557
[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C([O-])=O,23663979
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,6249
[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C([O-])=O,23668834
OCC(O)C(O)C(O)C(O)CO,453
OC(=O)c1ccccc1O,338
O=C1NC(=O)C2=C(N1)NC(=O)N2,1175
FC(F)(F)CC(F)(F)F,12722
CN1C(=O)NC(=O)N(C1=O)c2ccc(Oc3ccc(SC(F)(F)F)cc3)c(C)c2,68591
COC1=C[C@H]2[C@@H](C1=O)C3=C2c4c(CC[C@@H]3NC(C)=O)cc(OC)c(OC)c4OC,244898
FC(F)(F)c1cnc(Cl)c(Cl)c1,112234
CC(=O)NC(NC(C)=O)c1ccccc1,23346
OCC(Br)(Br)[N+]([O-])=O,93395
CC(C)CC=C,12724
COC(=O)C1(CC1)C(=O)OC,2769539
OC(CC(O)=O)C(O)=O,525
[Cl-].[Cl-].[Mn++].CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n2ccnc2.CCCN(CCOc3c(Cl)cc(Cl)cc3Cl)C(=O)n4ccnc4,155203
CCOC(=O)CCCCCCCCC=C,12729
CCCC[C@H](O)CO,7017948
C#CCN(CC#C)CC#C,23351
[Br-].CC[N+]1(C)CCCC1,112264
CNC(=O)\C=C(/C)O[P](=O)(OC)OC,5371562
O=C1N2c3cccc4cccc(N=C2c5ccccc15)c34,81344
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C(Cl)(Cl)Cl,348605
CCCCCCC(C)N,12735
[O-][N+](=O)OCCOCCO[N+]([O-])=O,61198
CCCCCCCCCCCCCCCC[N+](C)(C)CC([O-])=O,93554
CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC,12738
CCCCCCCCC(C)=O,12741
CCCCCCCCCBr,12742
CCCCCOCCCCC,12743
CCCCCCCCCCSCCCCCCCCCC,69662
Cc1cocn1,69663
Cc1[nH]ccn1,12749
CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2,50367
CC(Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1)C(O)=O,91701
COc1c(Cl)c(Cl)cc(Cl)c1Cl,40774
CCOc1c(Cl)c(Cl)cc(Cl)c1Cl,95160
Nc1c(Cl)c(F)nc(OCC(O)=O)c1Cl,50465
CC(C)OC(=O)CCCCC(=O)OC(C)C,23368
[NH3+][C@H]1CCCC[C@H]1[NH3+],6919080
CC1=C(CCO)C(=O)N=C(N)N1,135408695
COc1cc(c(OC)cc1Cl)[N+]([O-])=O,81362
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,50516
Clc1cccc(c1)N=Cc2ccc(Cl)cc2Cl,245549
[K+].COC(=O)/C=C(/C)NC(C([O-])=O)c1ccc(O)cc1,23665626
Clc1ccc(cc1)N2C(=O)CCC2=O,81369
CCOC(CN(C)CC(OCC)OCC)OCC,81381
C\C=C1/CC2CC1C3CCC(=O)OC23,6437737
CCC1CCC(=O)O1,12756
C=CC1CCCCC1,12757
CC1(C)OC(=O)NC1=O,3081
NC(=O)Nc1cccc2ccccc12,81387
CC(C)c1ccccc1O[P](=O)(Oc2ccccc2)Oc3ccccc3C(C)C,34149
Oc1ccc(Cc2ccccc2)c3cccnc13,81403
CCN(CCO)CCCC(C)N,112288
CCC(Oc1ccc(Cl)cc1Cl)C(O)=O,97982
COc1cc(N[S](=O)(=O)c2ccccc2)c3C(=O)c4ccccc4C(=O)c3c1N,112289
NC(=S)N/N=C/c1ccc(Cl)cc1Cl,6871300
[H+].[Cl-].ClCc1ccccn1,23392
[H+].[Cl-].ClCc1cccnc1,23394
CC(C)C1CCCCC1,12763
NCc1ccccc1.FB(F)F,101841
COc1ccc(C)cc1NC(C)=O,81412
CCCCCCCCCCCCCCCc1cc(O)ccc1Cl,23402
CC(C)C(=O)NC(N)=S,3555130
Cc1cc(C)c(C)c(O)c1,12769
CO[Si](CCCN=C(N(C)C)N(C)C)(OC)OC,5743595
CN(C)C(N)=S,3034192
Cc1c(Cl)c(C)c(Cl)c(O)c1Cl,81443
Cc1cc(N)c(cc1C)[N+]([O-])=O,81445
[O-][S](=O)(=O)c1ccc[n+](Cc2ccccc2)c1,3085413
BrC\C=C/CBr,5354994
OCCN(CCO)C(CO)(CO)CO,81462
COCCOC(=O)C(C)=C,81466
CC(C)(C)c1ccc(Oc2cccc(C=O)c2)cc1,94653
CC1(C)C(\C=C(Cl)\c2ccc(Cl)cc2)C1C(=O)OC(C#N)c3ccc(F)c(Oc4ccccc4)c3,6033664
CN(C)c1ccccc1Cl,12772
Cc1ncc(C#N)c(N)n1,69682
[O-][N+](=O)c1oc(C=O)cc1,12774
CCCC1CCCC(=O)O1,12777
[Cl-].C[C@H]1O[C@H](OC2[C@H](O)[C@@H](O)C(O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1N=C(N)C(O)=O.[H+],88045
[Na+].CC(Oc1ccc(Oc2ncc(cc2Cl)C(F)(F)F)cc1)C([O-])=O,23681922
COC(=O)C(C)Oc1ccc(Oc2ncc(cc2Cl)C(F)(F)F)cc1,50896
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1,50897
COC(=O)\C=C\C=C(C)\C=C\C=C(C)\C=C/C=C(C)/C=C\C=C(C)/C=C\C(O)=O,6537494
CN(C)CCCNCCC#N,112322
CNC(=O)Oc1ccccc1C2OCCO2,23421
CCOc1ccc(I)cc1,220700
[O-][N+](=O)/C=C/c1occc1,687331
C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]3(C)[C@H]2[C@H](O)C[C@H]4\C([C@H](C[C@]34C)OC(C)=O)=C(/CCC=C(C)C)C(O)=O,3000226
[Zn++].CCCCO[P]([S-])(=S)OCCCC.CCCCO[P]([S-])(=S)OCCCC,81470
BrCC(=O)c1ccccc1,6259
NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O,745
CN(N=O)C(/N)=N/[N+]([O-])=O,6261
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,3598
CC(C)=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,6265
NC(CC(N)=O)C(O)=O,236
Cc1ccc(cc1)[S](N)(=O)=O,6269
CCC(=O)c1ccc(N)cc1,6270
CCC(=O)c1ccc(O)cc1,6271
N[C@@H](Cc1ccc(O)c(I)c1)C(O)=O,439744
OCc1c[nH]c2ccccc12,3712
Cc1cc(O)c(C)c(C)c1O,12785
Cc1ccc(c(O)c1)[N+]([O-])=O,12788
O=C1C2CC3CC(C2)CC1C3,64151
CCCCCCCCCCCCCCCCCCCCc1ccc(cc1)[S](O)(=O)=O,20435541
CCCCCCCCCCCC(=O)OCC=C,95150
CC(C)[C@H](N)C(O)=O,6287
[H+].[Cl-].CN(C)C(C)(C)CO,82302
Clc1ccc(Oc2ccccc2)cc1,23436
NCCCC(N)(C(F)F)C(O)=O,3009
Cc1ccc(cc1)[Si](Cl)(Cl)Cl,69697
CSC(=S)Nc1ccccc1,3032344
NC(=O)Nc1cccc(O)c1,12796
CCCCCCC1(C)CCC(=O)O1,285097
Clc1ccc(cc1)c2ccc(Cl)cc2Cl,23448
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,50980
[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(N)nc(Cl)n2)ccc1N=Nc3cc4c(cc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O,94655
N#CCCNC1CCCCC1,61201
[Na+].Cc1cc(C)c(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c(C)c1CNC(=O)CCl,23673669
[Na+].[Na+].Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc4ccc(NC(=O)C(Br)=C)cc4[S]([O-])(=O)=O)cc1[S]([O-])(=O)=O,166108
[O-][N+](=O)c1ccc(cc1)N=Nc2ccc(cc2)N(CCOCCC#N)CCC#N,112389
[Na+].[Na+].[Na+].Cc1cc(N=Nc2cc(ccc2[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(C)cc1N=Nc3ccc(Nc4nc(N)nc(Cl)n4)c5c3cccc5[S]([O-])(=O)=O,172482
[Na+].[Na+].[Na+].[Na+].Nc1ccc(cc1[S]([O-])(=O)=O)N=Nc2ccc(N=Nc3ccc(N\N=C/4C(=O)c5ccc(NC(=O)c6ccccc6)cc5C=C4[S]([O-])(=O)=O)c7ccc(cc37)[S]([O-])(=O)=O)c8ccc(cc28)[S]([O-])(=O)=O,9576596
[Na+].[Na+].[Na+].[Na+].Oc1cc(O)c(cc1N=Nc2ccc(Nc3ccc(cc3[S]([O-])(=O)=O)[N+]([O-])=O)cc2)N=Nc4cc(cc5cc(c(N=Nc6ccc(Nc7ccc(cc7[S]([O-])(=O)=O)[N+]([O-])=O)cc6)c(O)c45)[S]([O-])(=O)=O)[S]([O-])(=O)=O,16130949
CC(C)C\C(C)=C\C=C\C(C)=O,6365666
CCCCCCCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(c1)C(=O)OCCCCCCCC(C)C,3085422
OCCNCCO.O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,112394
[Na+].[Na+].CC1=NN(C(=O)C1N=Nc2cc(NC(=O)C(Br)=C)ccc2[S]([O-])(=O)=O)c3cc(Cl)c(cc3Cl)[S]([O-])(=O)=O,153115
CC1(C)CC(=O)CC(C)(C1)C#N,99068
CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2.CO[C@H]8C[C@@H](O[C@@H](C)[C@@H]8O)O[C@H]9[C@H](C)O[C@H](C[C@@H]9OC)O[C@H]\%10[C@@H](C)/C=C/C=C/%11CO[C@@H]%12[C@H](O)C(=C[C@@H](C(=O)O[C@H]%13C[C@@H](C/C=C%10C)O[C@@]%14(CC[C@H](C)[C@H](O%14)C(C)C)C%13)[C@]%11%12O)C,6474909
[K+].CC(=O)CC(=O)Nc1ccc(cc1)[S]([O-])(=O)=O,23674215
CC(C)(c1ccccc1)c2cc(n3nc4ccccc4n3)c(O)c(c2)C(C)(C)c5ccccc5,112412
Cc1ccc(c(N)c1[N+]([O-])=O)[N+]([O-])=O,51035
COc1ccc(cc1)C(=O)CC(=O)c2ccc(cc2)C(C)(C)C,51040
Clc1ccc(cc1)c2cc(Cl)c(Cl)c(Cl)c2,51043
[Na+].[Na+].O[P]([O-])(=O)CNCC([O-])=O.O[P]([O-])(=O)CNCC([O-])=O.O[P]([O-])(=O)CNCC([O-])=O,155563
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCNCC3,4539
CCCCCC1CCCC(=O)O1,12810
CCN(CCC(C)C)c1ccc2c(Oc3cc(C)c(Nc4ccccc4)cc3C25OC(=O)c6ccccc56)c1,112209
CCN(CC)c1ccc2c(OC(=O)C(=C2C#N)c3sc4ccccc4n3)c1,112424
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)CCC(=O)C=C14,243748
[Na+].CC(=O)Nc1cccc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c1,23673673
CO[C@@H]1[C@H](O)C[C@H](O[C@@H]1C)O[C@@H]2C[C@@H](O[C@H](C)[C@@H]2OC(C)=O)Oc3cc4cc5C[C@@H]([C@H](OC)C(=O)[C@@H](O)[C@@H](C)O)[C@H](O[C@H]6C[C@@H](O[C@H]7C[C@@H](O[C@H]8C[C@](C)(O)[C@@H](OC(C)=O)[C@H](C)O8)[C@H](O)[C@@H](C)O7)[C@H](O)[C@@H](C)O6)C(=O)c5c(O)c4c(O)c3C,656673
CCCCCCCCCCCCC[N+](C)(C)[O-],37159
[O-][N+](=O)/C=C/c1ccc(Cl)cc1,5354182
CCCCCCC1CCC(=O)O1,12813
ClC1=C(Cl)C(Cl)(Cl)C(Cl)(Cl)C1(Cl)Cl,12814
[Na+].CCCCCCCCCCCC(=O)NCC[S]([O-])(=O)=O,23663552
CC(C)(C)C12CO[P](=S)(OC1)OC2,104781
Nc1ccc(OCCO)c(N)c1,47933
CC(C)(C)CC(Cl)=O,81514
C(CC=C(c1ccccc1)c2ccccc2)C=C(c3ccccc3)c4ccccc4,247562
CCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,6394572
CCCCCCCCC(O)=O.CCCCCCC(O)=O.CCCCC(O)=O.OCC(CO)(CO)CO,116804
COc1ccc(NC(C)=O)cc1N(CCOC(C)=O)Cc2ccccc2,116812
COC(=O)CCN(CCC(=O)OC)c1ccc(N=Nc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)c1,116855
[H+].[H+].[Cl-].[Cl-].CCCCCCCCN=C1C=CN(CCCCCCCCCCN2C=CC(C=C2)=NCCCCCCCC)C=C1,51166
CC(C)(C)C1=CC(=Cc2ccccc2)C=C(C1=O)C(C)(C)C,160881
Oc1ccc2ccccc2c1C=O,12819
COc1cc(O)c(C=O)c(OC)c1,69725
CCCCC(CC)COC(=O)OOC(C)(C)CC,116706
CCCCCCCCCCCCCCCCCC[Si](C)(OC)OC,116906
CCN(C(C)C)C(C)C,81531
C[C@@H](CCC=C(C)C)c1ccc(C)cc1O,156118
CCC(=O)Nc1ccc(Cl)c(Cl)c1,4933
CCCCOc1ccccc1C=O,250088
CCCCCOc1ccccc1C=O,250100
NOC(=O)COc1nc(Cl)c(Cl)cc1Cl,155579
[Na+].[Na+].[K].[K].OCCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,6441793
CCCCCCCCCCCCOC(=O)c1ccc(Cl)c(NC(=O)C(N2C(=O)C(OCC)N(Cc3ccccc3)C2=O)C(=O)c4ccc(OC)cc4)c1,3085440
CCCCC(CC)COC(=O)CC(C)CC(C)(C)C,116723
CC(=C)C(=O)OCC1COC(C)(C)O1,110950
Cc1ccc(cc1)[S](=O)(=O)OC[C@@H]2CO2,153296
NC(Cc1[nH]cnc1)C(O)=O,773
CCCCCO,6276
c1ccccc1,241
NCCCNCCCCNCCCN,1103
CC(Cl)(Cl)Cl,6278
[Na+].[Na+].Oc1ccc(cc1[S]([O-])(=O)=O)C2(OC(=O)c3c(Br)c(Br)c(Br)c(Br)c23)c4ccc(O)c(c4)[S]([O-])(=O)=O,6282
[Na+].CCCC(C)C1(CC)C(=O)NC(=S)[N-]C1=O,12832575
CC(N)(CCC(O)=O)C(O)=O,95440
[Br-].CC[N+](CC)(CC)CC,6285
CCCO[P](=O)(OCCC)OC=C(Cl)Cl,120168
CCCCCCC1CCCC(=O)O1,61204
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Oc1c(Nc2nc(Cl)nc(Nc3ccc(Nc4nc(Cl)nc(Nc5c(O)c6c(cc(cc6N=Nc7ccc8c(cccc8[S]([O-])(=O)=O)c7[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc5[S]([O-])(=O)=O)n4)cc3)n2)c(cc9cc(cc(N=Nc%10ccc%11c(cccc%11[S]([O-])(=O)=O)c%10[S]([O-])(=O)=O)c19)[S]([O-])(=O)=O)[S]([O-])(=O)=O,16131208
C[Se][Se]C,23496
CCCCCCCCCC(O)=O.CCCCCCCC(O)=O.CCCCCCC(O)=O.CCCCC(O)=O.OCC(CO)(CO)CO,172700
C/C=C/C(=O)C1C(C)C=CCC1(C)C,5365916
C.CCCCCCCCOCC,94663
[Na+].Cc1ccc(cc1N)C(=O)Nc2ccc(cc2)[S]([O-])(=O)=O,23674221
Cl[As](c1ccccc1)c2ccccc2,12836
Cc1ccc(N[S](=O)(=O)c2cc(N)ccc2Cl)c(C)c1,117071
CCCCC(CC)COCCCNC(=O)Nc1cccc2c(NC(=O)NCCCOCC(CC)CCCC)cccc12,116757
CC(C)(C)c1ccc2oc(nc2c1)c3sc(cc3)c4oc5ccc(cc5n4)C(C)(C)C,292429
CCOC(=O)[C@@H](C)Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1,91707
Fc1cccc2CC(=O)Nc12,3734371
CC(C)=CCCc1ccc2C(=O)c3ccccc3C(=O)c2c1,317256
CN(C)C(=O)NC1CC2CCC1C2Cl,165575
O=[S](=O)(c1ccc(OCc2ccccc2)cc1)c3ccc(OCc4ccccc4)cc3,3018101
c1ccc(cc1)\C=C\c2ccccn2,639506
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(Oc3ncc(cc3Cl)C(F)(F)F)c(Cl)c2,91708
CC(=O)Nc1ccc(C)c(Cl)c1,23537
[Cl-].CCN(Cc1ccccc1)c2ccc(cc2)\C=C(C#N)\C(=O)OCC[N+](C)(C)C,6441333
Cn1nc(C)c(C(=O)c2ccc(Cl)cc2Cl)c1OCC(=O)c3ccccc3,92383
CC(C)c1ccc(cc1)C(C)(C)OOC(C)(C)c2ccccc2,3085518
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,11979407
C1C=CC2C1C3CC2C4C5CC(C=C5)C34,111263
CN(C)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.CC([O-])=O,155657
[nH]1c2ccccc2nc1c3ccccc3,12855
COc1ccc(\C=C\C(=O)OCCC(C)C)cc1,1549789
CCCCCCOc1ccccc1C=O,138951
COC(=O)C(C)N(C(=O)Cc1ccccc1)c2c(C)cccc2C,51369
[O-][N+](=O)\C(Br)=C/c1ccccc1,6433494
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,3085542
O=C(\C=C\c1occc1)c2ccccc2,5354164
COc1ccc(Cc2cc(cc(c2O)C(C)(C)C)C(C)(C)C)cc1,100577
[Na+].[Na+].[O-][S](=O)(=O)c1cccc2oc3ccc(Cl)cc3[nH]c4ccc([nH]c5cc(Cl)ccc5oc12)c6C(=O)c7ccccc7C(=O)c46.[O-][S](=O)(=O)c8cccc9oc%10ccc(Cl)cc%10[nH]c%11ccc([nH]c%12cc(Cl)ccc%12oc89)c%13C(=O)c%14ccccc%14C(=O)c%11%13,11979822
[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,23558
CCCCCCCC\C=C/CCCCCCCCNCCCN,6435904
CCOC(=O)CCS[P](=S)(OC(C)C)OC(C)C,155666
CCC(C)(C)c1ccc(O)c(C)c1,263043
CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2)C=C[C@@H]1C.CO[C@H]8C[C@@H](O[C@@H](C)[C@@H]8O)O[C@H]9[C@H](C)O[C@H](C[C@@H]9OC)O[C@H]/%10[C@@H](C)/C=C/C=C/%11CO[C@@H]%12[C@H](O)C(=C[C@@H](C(=O)O[C@H]%13C[C@@H](C\C=C%10C)O[C@@]%14(C%13)O[C@H](C(C)C)[C@@H](C)C=C%14)[C@]%11%12O)C,6435890
Cc1ccc(cc1)C2(NC(=O)NC2=O)c3ccc(O)cc3,135306
[Ca++].CC(=O)C(N=Nc1ccc(cc1[N+]([O-])=O)[S]([O-])(=O)=O)C(=O)Nc2ccccc2Cl,166190
Cc1c(Cl)cccc1NC=O,258763
CSc1ccc(cc1)C(=O)C(C)(C)N2CCOCC2,92387
