SMILES,CID
CNC(=O)N(C)c1sc2ccccc2n1,29216
[O-]C(=O)Cc1ccccc1Br,6931493
[O-][N+](=O)c1c(Cl)cc(Cl)cc1Cl,29228
ClCC(=C)CCl,15859
CCCCC/C=C/C([O-])=O,21902650
C[Si](O[Si](C)(C)C)O[Si](C)(C)C,6327366
CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,120595
CCOC(=O)/C=C/c1oc(cc1)[N+]([O-])=O,899314
CCCCCCCCCCCCCCCCCCO[Si](C)(C)C,87778
CCC[P](=O)(OC)OC,87779
CCCCOCCO[Si](OCCOCCCC)(OCCOCCCC)OCCOCCCC,87781
Cc1ccccc1OCC(O)=O,74651
OC(=O)Cc1cccc(Cl)c1,15879
OC(=O)Cc1ccc(Cl)cc1,15880
OC(=O)Cc1cccc(Br)c1,74653
OC(=O)Cc1ccc(Br)cc1,74654
COc1ccccc1OCC(O)=O,15882
OC(=O)COc1ccccc1[N+]([O-])=O,15883
OC(=O)COc1ccc(Br)cc1,74657
Cc1cc(C)c(O)c(c1)C(C)(C)C,15884
[O-]C(=O)COc1ccccc1Br,3613843
CC(C)=CCC\C(C)=C\CCC(=C)C=C,5281517
S.[Mn],6365230
[K+].[K+].[O-]C(=O)c1c(Br)c(Br)c(Br)c(Br)c1C([O-])=O,87814
CCCCC/C=C/C=C/C(=O)NCC(C)C,5318516
Clc1ccc(cc1)c2ccccc2NC(=O)c3cccnc3Cl,213013
CCOC(=O)COc1cc(N2N=CC(=C(C)C2=O)C(F)(F)F)c(F)cc1Cl,3083546
ClC(=O)Oc1ccccc1,15891
CCO[P](=O)(OCC)SC=C(Cl)Cl,74672
CCO[P](=S)(OCC)Oc1cc(on1)c2ccccc2,29307
CCCCCCCCCCCCO[S](=O)(=O)c1ccccc1,15900
[Na+].[Na+].OC1=C([O-])C(=O)C(=C(O)C1=O)[O-],74675
CCCCCC1COCCC1OC(C)=O,86799
ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,15902
CC(=O)N1CCCCCC1=O,15904
Cc1cc(C)c(c(C)c1)C(=O)Cc2ccccc2,347997
c1ccc2c(c1)cc3ccc4cc5ccccc5c6ccc2c3c46,9106
Brc1ccc(Oc2c(Br)cc(Br)cc2Br)c(Br)c1,154083
COc1ccc(\C=C\[N+]([O-])=O)c(OC)c1,688224
Oc1c(Cl)cc(cc1Cl)C#N,74685
OCCSSCCO,15906
OCCOc1ccc(Cl)cc1,15907
NCc1c(Cl)c(Cl)c(CN)c(Cl)c1Cl,90471
Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,15910
CCCCc1ccc(O)cc1O,205912
[O-][N+](=O)/C=C/c1ccc(Cl)c(Cl)c1,5372259
[Zn++].CNC([S-])=S.CNC([S-])=S,3034305
Clc1ccc(cc1)\C=C2/CCC\C(=C/c3ccc(Cl)cc3)C2=O,1551008
[Na+].OC(=O)CC(O)(CC(O)=O)C([O-])=O,21982747
CCCCCCCCC(C)C=O,29381
Nc1nc(N)c2[nH]cnc2n1.O[S](O)(=O)=O,81695
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)[S](N)(=O)=O)[N+]([O-])=O,29393
Clc1ccc(COC(=O)c2ccc(Cl)cc2)cc1,250486
COC(CCC[NH3+])OC,7018994
CC1CCC23C(C)CCC(CC12)C3(C)C,29408
CN1CCSC1=S,74703
[NH4+].[NH4+].[O-]C(=O)CCCCC([O-])=O,167786
[Na+].CC(Oc1ccc(Cl)cc1C)C([O-])=O,23672313
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,9115
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,9117
[Cl-].[Cl-].C[n+]1ccc(cc1)c2cc[n+](C)cc2,15938
CCNc1nc(Cl)nc(NC(C)C)n1,2256
CCNc1nc(Cl)nc(n1)N(CC)CC,15951
CCCCNc1ccc2C(=O)N(CCCC)C(=O)c3cccc1c23,87935
CCCCCCOC(=O)\C=C/C(=O)OCCCCCC,5271573
CC(C)(Oc1ccc(Cl)cc1Cl)C(O)=O,251423
[K+].OC(=O)CCCCC(O)=O,3084306
CC12[C@H]3O[C@H]3C[C@@]4(OC1=O)[C@@H]5CC[C@]6(O)C[C@]5(CC6=C)[C@H]([C@H]24)C(O)=O,443449
O=C1N=C(NC(=N1)c2ccccc2)c3ccccc3,135427225
COc1c(Cl)ccc(Cl)c1C(O)=O,3030
Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl,15965
CNC(=O)Oc1c(cc(C)cc1C(C)(C)C)C(C)(C)C,15967
NC(=S)c1c(Cl)cccc1Cl,2734819
CC(C)N(C(=O)CCl)c1ccccc1,4931
COC(=O)Nc1ccc(Cl)c(Cl)c1,15969
BrCC(CBr)(CBr)CO[P](=O)(OCC(CBr)(CBr)CBr)OCC(CBr)(CBr)CBr,3015044
c1ccc2c(c1)c3cccc4ccc5cccc2c5c34,9128
O=C(C(SC#N)c1ccccc1)c2ccccc2,296777
CC(C)CCCC(C)CCCC(C)CCCC(C)C,15979
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,4893
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[S]([O-])(=O)=O,83841
CC(COC(=O)c1ccccc1)OC(=O)c2ccccc2,517637
CC(=O)OCCOc1ccc(cc1)C(C)(C)c2ccc(OCCOC(C)=O)cc2,87970
[H+].[Br-].NC(N)=N,71282
NN(CC(O)=O)CC(O)=O,87983
O=C(n1c2ccccc2c3ccccc13)c4ccccc4,95052
OCCCCOc1ccccc1,219683
CC(=O)Oc1ccc(Br)cc1,74726
COC(=O)COc1ccc(Cl)cc1Cl,1488
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,61286
CCCCOCCOCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,16000
CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,16002
CCCSC(=O)N(CCC)CCC,16003
Clc1cccc(n1)C(Cl)(Cl)Cl,16004
[K+].CC(Oc1ccc(Cl)cc1C)C([O-])=O,23684575
CNC(=O)Nc1sc2ccccc2n1,16007
O=C(Nc1ccccc1)c2occc2,220406
c1ccc2c(c1)c3ccc4ccc5cccc6cc2c3c4c56,9131
[O-][N+](=O)c1cc(cc(c1Cl)[N+]([O-])=O)C#N,16008
CC(C)(C)OOC(=O)\C=C/C(O)=O,5702664
CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,6436503
CC(C)CCOC(=O)C(C)O,86851
Nc1ccc2[nH]ncc2c1,88012
[Na+].[Na+].[Na+].[O-]C(=O)C1=NN(c2ccc(cc2)[S]([O-])(=O)=O)C(=O)C1N=Nc3ccc(cc3)[S]([O-])(=O)=O,164825
[Na+].N#C[N-]C#N,4350929
OCCCNCCO,3015059
[H+].[Cl-].CC1(C)NCCS1,120386
COc1ccc(OC)c(c1)[C@@H](O)[C@H](C)NC(C)(C)C,134495
[Ca++].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O,15606728
CC[S](=O)(=O)CCn1c(C)ncc1[N+]([O-])=O,5479
Cc1ccccc1C(=O)Nc2cccc(c2)C(F)(F)F,123135
OC(=O)CN(CCCN(CC(O)=O)CC(O)=O)CC(O)=O,80296
CC(=O)NNC(=O)N1Cc2cc(Cl)ccc2Oc3ccccc13,29569
CCc1ccccc1NN,2733210
CCCCOCCOC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,86866
Oc1c(Cl)cc(Cl)cc1Cc2cc(Cl)cc(Cl)c2O,16023
Cc1c(cc(N)cc1[N+]([O-])=O)[N+]([O-])=O,29574
Cc1ccc(cc1N)C(N)=O,88043
COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,107982
C[C@]1(CCC[C@@]2(C=O)[C@@H]3CC[C@@H]4C[C@]3(CC4=C)[C@H]([C@H]12)C(O)=O)C(O)=O,443454
[Br-].CCCCCCCCC[N+](C)(C)C,74750
O=C=NCCc1ccccc1,160602
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,88054
CC(C)C1=CC2=C(CC1)C3(C)CCCC(C)(C3CC2)C(O)=O,16040
[K+].CC(C)C([O-])=O,23677462
COc1cc(C=O)cc(Cl)c1O,29622
CC(C)(C)c1cc(O)ccc1O,16043
CCCCOCCOC(=O)COc1ccc(Cl)cc1C,62736
OC[C@@H](O)[C@H](O)[C@H](O)CC=O,102191
CC(Cl)CC(O)=O,16048
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,2157
O[P](O)(O)=O.C1CNCCN1,64733
CCOc1ccc2ccccc2c1C=O,88099
[Na+].Nc1cc(Cl)cc(C([O-])=O)c1Cl,23669615
COC[C@H]1OC(=O)c2coc3C(=O)C4=C([C@@H](C[C@@]5(C)[C@H]4CCC5=O)OC(C)=O)[C@]1(C)c23,312145
CC(C)CCC(C)(O)C#C,89182
COC(=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O,74776
CCCCCCCC(=O)Oc1ccc(cc1)[N+]([O-])=O,97416
[Fe++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,88158
CC1(OCCO1)C2CCC3C4=CC=C5CC6(CCC5(C)C4CCC23C)OCCO6,89188
O=C(Nc1ccc(cc1)C(=O)c2ccccc2)c3ccccc3,88168
CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,16066
CO[P](=S)(OC)Oc1ccc(c(SC(C)C)c1)[N+]([O-])=O,88176
Oc1ccc(Oc2ccc(O)cc2)cc1,16069
CNC(=O)OCc1ccc(Cl)c(Cl)c1,16072
BrCC(Br)COC(=O)C=C,29728
CC(C)Oc1cc(N2N=C(OC2=O)C(C)(C)C)c(Cl)cc1Cl,29732
CC(OC(=O)Nc1cccc(Cl)c1)C#C,16073
NC(=O)Nc1ccc(Br)cc1,16074
C(c1c[nH]c2ccccc12)c3c[nH]c4ccccc34,3071
ClC1=C(Cl)C(=O)C(=CN1)Cl,16076
C[C@H]1CCC[C@@]2(C)CCCC[C@]12O,29746
OC(=O)Cc1ccc(Cl)cc1Cl,88209
CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1,16078
CCOC(=O)N=NC(=O)OCC,220568
CCCCCCCCCC#N,74791
[Cl-].C[NH+](C)C=Nc1ccc(Cl)cc1C,29765
COC(=O)COCO,88226
[Na+].CCCCC(CC)C([O-])=O,23672331
[H+].[Cl-].CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,29770
FC1(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,94783
CCN1CCCCCC1=O,29779
c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,9142
[Na+].Cc1cc(C)nc([N-][S](=O)(=O)c2ccc(N)cc2)n1,13456556
Clc1ccc(c(Cl)c1)C(=O)c2ccccc2,72867
Cc1ccccc1CCO,88267
NC(=O)COc1ccc(Cl)cc1Cl,74798
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,16115
CC1CCCCC1NC(=O)Nc2ccccc2,16116
[Na+].COc1c(Cl)ccc(Cl)c1C([O-])=O,23680611
[Na+].CCCCCCCC([O-])=O,23664772
COc1cccc(Cl)c1Cl,16126
COc1c(Cl)cccc1Cl,16127
CCCCCCCc1ccc(O)cc1,16143
CCc1cc(Cc2cc(C)c(N)c(CC)c2)cc(C)c1N,155611
CC(C)=CCC\C(C)=C\CN(CCO)C/C=C(C)/CCC=C(C)C,6439694
NC(Cc1ccc(Cl)cc1)C(O)=O,4652
[Na+].COc1cc(OC)nc(NC(=O)N=[S]([O-])(=O)c2ncccc2OCC(F)(F)F)n1,45108230
Clc1ccc2NC(=O)Oc2c1,29858
COc1ccc(NC(=O)N(C)C)cc1Cl,29863
Clc1ccc(COc2ccccc2)cc1,29879
CC(C)NC1=NC(=O)N=C(N)N1,135510207
CC(C)(O)c1cccc(c1)C(C)(C)O,74816
[K+].[K+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O,16156
CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)C(NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,441139
Cc1ccc(cc1)[S](=O)(=O)C(I)I,62738
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,29910
CC1CC=C(C)C(=O)C1C,89264
Cc1cc(Br)c(O)c(c1)[N+]([O-])=O,29918
N#CCC[NH2+]CCCCCC[NH2+]CCC#N,7062679
C/C=C/C=C,62204
CCCC\C=C/CCCCCCO,5362794
CCCCCCCCCc1cc(CN(CCO)CCO)c(O)c(CN(CCO)CCO)c1,88354
CNC.OC(=O)COc1ccc(Cl)cc1Cl,16180
CCSC(=O)N(CC(C)C)CC(C)C,16181
CCN(CC)CC.OC(=O)COc1cc(Cl)c(Cl)cc1Cl,16182
NC(=O)c1c(Cl)cccc1Cl,16183
[H+].[Cl-].ClCCN1CCCCC1,74826
OCCCCCCCl,74828
Nc1scc(n1)c2ccccc2,40302
COCC/1CCC2C(C)C(O)C(OC3OC(COC(C)(C)C=C)C(O)C(OC(C)=O)C3O)C4=C(CC(O)C4(C)\C=C12)C(C)COC(C)=O,5381214
[Na+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,23672327
[O-][N+](=O)c1ccc(Oc2ccc(Cl)cc2[N+]([O-])=O)cc1,29951
CCO[P](=O)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2,107973
CO[P](=O)(CCC(=O)NCO)OC,29959
CC(C)[C@@]1(O)CCC(=CC1)C,5325830
[H+].[Cl-].CCCCCCCCCCCCCCN,80292
CCCCCCCCCCN,8916
[H+].[Cl-].NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,16230
Cc1ccc(c(O[P](=O)(Oc2cc(C)ccc2[N+]([O-])=O)Oc3cc(C)ccc3[N+]([O-])=O)c1)[N+]([O-])=O,5171384
CCCCCCCCC(=O)NO,209694
CCC[NH2+]CC,7019643
CCCCCCCCCCCCCCCCCCNCc1ccccc1,88404
[H+].[I-].CCCCCCCCCCCCCCCCSC(N)=N,88408
O[Os](O)(=O)=O,88415
ClC(Cl)(Cl)SC#N,88421
Oc1ccc(Nc2ccccc2)c3C(=O)c4c(c(O)ccc4[N+]([O-])=O)C(=O)c13,5462989
CC(C)c1ccc2c(CCC3C(C)(CN)CCCC23C)c1.CC(O)=O,223993
NC(=N)N(c1ccccc1)c2ccccc2,14657
CC(O)C#C,16239
CCCCN(CCCC)CN(CCCC)CCCC,88455
CC(=O)O[C@@H]1CCCC[C@@H]1C(C)(C)C,88480
c1cc2ccc3ccc4cccc5c(c1)c2c3c45,9144
C1C=Cc2cccc3cccc1c23,9149
CC[S](=O)(=O)CCS[P](=S)(OC)OC,88482
CCO[Si](C)OCC,6327387
CCO[Si](C)(OCC)OCC,16241
CNC(=O)Oc1ccc(N(C)C)c(C)c1,16247
CNC(=O)Oc1cc(C)c(SC)c(C)c1,16248
[Zn++].C[As]([O-])([O-])=O,167906
CC1(C)OC(=O)CC(=O)O1,16249
Brc1[nH]c(Br)c(Br)n1,16253
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]4(C)CC[C@H](O)CC4=CC3=O)C(C)C,160608
[Na+].[Na+].Oc1cc(cc2cc(ccc12)[S]([O-])(=O)=O)[S]([O-])(=O)=O,88502
CC(O)CC(C)(C)c1ccccc1,99870
C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@@H](O)\C=C\C(=O)O1,5351204
CN1C(=O)ON(C1=O)c2ccc(Cl)c(Cl)c2,4690
C(c1c(c(c(c(c1[2H])[2H])[2H])[2H])[2H])([2H])([2H])[2H],74861
O=C1NC(=O)c2ccccc2O1,16258
Clc1ccc(COC(=O)c2ccccc2)cc1,74823
CNC.Cc1cc(Cl)ccc1OCC(O)=O,62420
CCCCCCCCCCCCCC(=O)OCCCCCCCCCCCC,74881
Oc1c(F)cccc1Cl,2773710
CCCC1CCCC1,16270
CCCCCCCCC\C=C\C=O,5283361
CCCCCCCCCc1ccc(OCCOCCO)cc1,24773
CCCCCCCC\C=C/CCCCCCCC(=O)NCCOCCO,6436522
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,74883
CN(C)C(=O)CC(C)=O,16278
NC1(CC2CCC1C2)C(O)=O,115288
CCCCCC[C@@H](O)C\C=C/CCCCCCCC(=O)NCCCN(C)C,6436523
C/C=C/C(=O)OCC=C,5354763
CCOC(=O)c1ocnc1C,88558
CCC(C)(C)c1ccccc1,16295
o1c2ccccc2c3ccc4ccccc4c13,67460
s1c2ccccc2c3c1ccc4ccccc34,9151
c1ccc2c(c1)cc3c4ccccc4c5cccc2c35,9153
CCCCCOC(=O)c1ccccc1O,16299
Brc1ccc(Oc2ccc(Br)cc2)cc1,16305
[O-][N+](=O)c1cc(Cl)ccc1SSc2ccc(Cl)cc2[N+]([O-])=O,74907
Clc1ccc(cc1)c2ccc(Cl)cc2,16308
Oc1c(Cl)cc(Cl)c2ccccc12,16313
CCCCCNCCCCC,16316
CCCCCOC(=O)OCCCCC,222266
[Co+3].CC(C)c1ccc2c(CC[C@H]3[C@](C)(CN)CCC[C@]23C)c1.[H+].Cc4nn(c([O-])c4N=Nc5cc(ccc5[O-])[S](C)(=O)=O)c6cccc(Cl)c6.Cc7nn(c([O-])c7N=Nc8cc(ccc8[O-])[S](C)(=O)=O)c9cccc(Cl)c9,161316
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,16318
CCCCCC(=O)OC(=O)CCCCC,74918
Clc1ccc2OC(=O)C=Cc2c1,16321
Clc1ccccc1c2ccccc2,249266
Clc1cccc(c1)c2ccccc2,16322
Clc1ccc(cc1)c2ccccc2,16323
CCCC(=O)OCC=C,16324
[Cl-].CC[NH+](CC)c1ccc(N)c(C)c1,74920
CCCCOC(=O)CCC(C)=O,16331
[OH-].CCCC[N+](CCCC)(CCCC)CCCC,2723671
[Cu++].CCCCCCCC([O-])=O.CCCCCCCC([O-])=O,161318
O=[P]1(Cc2ccccc2)OCC3(CO1)CO[P](=O)(Cc4ccccc4)OC3,88587
C(Cc1ccccc1)Cc2ccncc2,74937
[H+].[H+].[Cl-].[Cl-].NNCc1ccccc1,146540
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,77222
c1ccc2c(c1)c3cccc4cccc2c34,9154
BrC(C=O)C=O,74945
Cc1oc(C)c(C)n1,30215
Cc1cc2cccnc2cc1C,88644
BrCC(=O)OC\C=C/COC(=O)CBr,5355029
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1.O[S](O)(=O)=O,249332
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,9158
CO[S]([O-])(=O)=O.CO[S]([O-])(=O)=O.C[n+]1ccc(cc1)c2cc[n+](C)cc2,62422
OC[P](O)(=O)CO,237875
NCCO.O[N+]([O-])=O,159895
Clc1c(Cl)c(Cl)c2C3=Nc4cccc5cccc(N3C(=O)c2c1Cl)c45,88680
OC(=O)c1ccc(cc1)C(=O)c2ccc(cc2)C(=O)c3ccc(cc3)C(O)=O,220047
CN(CCC(N)CC(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(O)=O)N2C=CC(=NC2=O)N)C(N)=N,439625
NCCC#N.NCCC#N.OC(=O)\C=C\C(O)=O,5462653
c1cc2cccc3C=Cc(c1)c23,9161
O=[Os](=O)(=O)=O,30318
CCO[P](=S)(OCC)OC(=C\Cl)/c1ccc(Cl)cc1Br,6436325
CCCCC(=O)OC(=O)CCCC,74959
C\C=C(/C)c1ccccc1,5354125
CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,16386
CC(=C)C(=O)OCCCCOC(=O)C(C)=C,16387
[Br-].CCCCCCCCCC[N+](C)(C)C,16388
[NH4+].[NH4+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O,2734667
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,2724385
[Pb].NC#N,22262466
COC(=O)c1ccc(CN[S](C)(=O)=O)cc1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,11409499
Clc1ccc(NC(NC=O)C(Cl)(Cl)Cl)cc1Cl,30331
[Al+3].[P-3],16126812
COc1cccc(OCC(O)=O)c1,74969
O/N=C/c1ccc2OCOc2c1,6861467
[Ca++].[O-]C(=O)c1ccccc1.[O-]C(=O)c2ccccc2,62425
CC1CC(C)C(C)CC1C,92914
[Ca++].[S-]C#N.[S-]C#N,159641
[Ba++].[S-]C#N.[S-]C#N,164928
[O-][N+](=O)c1ccc2oc3ccccc3c2c1,88729
S=C1NSC(=S)N1,3034316
N#CC1(CCCCC1)N=NC2(CCCCC2)C#N,74978
CC(C)=NC(=O)c1cccc(c1)C(C)=C,16411
CCNCC.OC(=O)COc1ccc(Cl)cc1Cl,62747
CC(=C)Cc1ccccc1O,30389
C1OC1CN(CC2CO2)c3ccccc3,16412
Clc1ccc(cc1)C(C#N)c2ccc(Cl)cc2,8806
CC(=O)[C@@]1(O)CCC2C3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5C4(C)C3CCC12C,16417
COc1ccc(OC)c(Cl)c1,246724
CCO[P](=S)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2,16421
CO[P](=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,16422
CNCCO.O=[S]=O,161342
CC1=CC(=O)Oc2cc(O)cc(O)c12,5354284
CSC1=NN=C(C(=O)N1N)C(C)(C)C,30479
CN=C(NCc1sc(Cl)nc1)N[N+]([O-])=O,213027
CC(C=O)C1CCCCC1,95560
COC(=O)C(C)(C)O,75024
CC(C)=CCCC1(C)Oc2c(C)cc3c([nH]c4ccccc34)c2C=C1,167963
[S--].[Ba++],6857597
CC(C)c1cc(Cc2c(C)cc(OCC(O)=O)cc2C)ccc1O,9862248
CC(=O)Nc1ccccc1c2ccccc2,16447
[O-][N+](=O)c1cccc(c1)c2ccccc2,16450
[Cl-].[NH3+]c1ccc(cc1)c2ccccc2,16451
NC(N)=NC(N)=S,2724563
CCO[Si](CCCOC(=O)C(C)=C)(OCC)OCC,88798
C(c1ccccc1)c2ccncc2,16458
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)c1ccccc1,62427
CC(O)CC#C,92915
[Cr+3].CCCCCCCC/C=C/CCCCCCCC([O-])=O.CCCCCCCC/C=C/CCCCCCCC([O-])=O.CCCCCCCC\C=C/CCCCCCCC([O-])=O,6441429
CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c4ccccn4)cc1,213023
CCOC(=O)C(CC(C(=O)OCC)C(=O)OCC)C(=O)OCC,220073
CCOC(=O)Cc1cccc2ccccc12,62428
CCCCC(CC)COC(=O)c1ccc(cc1)N(C)C,30541
CC(C)CC(=O)O[C@H]1C[C@@]2(COC(C)=O)[C@H](O[C@@H]3[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@@]34CO4)C=C1C,442400
[NH4+].[Fe+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,88842
[O-][N+](=O)c1ccc(SSc2ccc(cn2)[N+]([O-])=O)nc1,16474
O=C(c1ccccc1)c2ccc(cc2)c3ccccc3,75040
CC(=O)CC(=O)OCCOC(=O)C(C)=C,88855
CC(/C=C/[C@@]1(O)C(=CC(=O)CC1(C)C)C)=C/C(O)=O,5280896
[Na+].F[PH-](F)(F)(F)F,23700944
[Li+].F[P-](F)(F)(F)(F)F,23688915
Nc1scc(n1)c2ccc3ccccc3c2,673702
N[S](=O)(=O)CCl,167979
[Ca++].[O-]C(=O)C(Cl)(Cl)Cl.[O-]C(=O)C(Cl)(Cl)Cl,88874
NC(N)=O.O[S](O)(=O)=O,159909
[OH-].[Cs+],62750
OC(=O)c1c(Cl)c(Cl)c(C(O)=O)c(Cl)c1Cl,16493
Clc1ccccc1C(Cl)(Cl)Cl,16494
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,16495
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,102210
[O-][N+](=O)c1ccc(SC#N)cc1,200486
Oc1ccc(Cl)cc1O,16496
Fc1c(F)c(c(F)c(F)c1S)c2c(F)c(F)c(S)c(F)c2F,262951
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,65094
CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,75066
COc1cc(cc(OC)c1OC)[C@@H]2OC[C@H]3[C@@H]2CO[C@H]3c4cc(OC)c(OC)c(OC)c4,167452
CCCCCCCCCCCC(=O)OC=C,75069
CCCC\C(=N/O)C(O)=O,6399381
CC(C)OC(=O)Nc1ccc(Cl)cc1Cl,16519
CC(C)OC(=O)Nc1cc(Cl)ccc1Cl,225349
COC(=O)c1ccc(O)cc1O,16523
CCOc1cccc(NC(=O)OC(C)C)c1,256355
CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO,16533
[H+].[Cl-].CN1CCN2C(C1)c3ccccc3Cc4ccccc24,68551
CCCCCCCCCCCCOC(=O)C=C,75084
N#CSCSc1sc2ccccc2n1,30692
CCCCCCCCOC(=O)C(C)=C,16542
OCC1C(CO)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,92170
Clc1ccc(COc2ccc(Cl)cc2Cl)cc1,30695
C=CCCCCCC=O,88947
CO[P](=S)(Oc1cc(Cl)c(Br)cc1Cl)c2ccccc2,30709
N.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,88971
CC(C)c1cc(C(C)C)c(N=C=O)c(C(C)C)c1N=C=O,75099
ClCCCCCCCCCCCl,75101
ClCCCCCCCl,16551
CCNC1=NC(=O)N=C(NC(C)C)N1,135398733
[Na+].C[As](O)([O-])=O,23664719
[K+].[K+].[O-]C(=O)C1C2CCC(O2)C1C([O-])=O,62431
O=C1NC2=C(CCC2)C(=O)N1C3CCCCC3,16559
CC(=C)C(=O)Nc1ccc(Cl)c(Cl)c1,16560
